Place,Latitude,Longitude,District,accidents,landslide,avalanche,flood,earthquake_damage,Hospital,Police,Fire Station,Emergency_Risk,Natural_Disaster_Risk,Tourism_Risk_Index,Risk_Category
Lhonak Camp,27.8500,88.0000,T taplejung,10,20,20,1,10,0,0,0,100,100,100.0,HIGH
Pangpema Base Camp,27.9000,88.0000,T taplejung,10,20,20,1,10,0,0,0,100,100,100.0,HIGH
Phale Village,27.6500,87.9000,T taplejung,6,14,10,2,9,0,0,0,100,95,98.0,HIGH
Mitlung Village,27.4000,87.7500,T taplejung,4,9,3,4,7,1,1,0,80,75,78.0,HIGH
Sankhuwasabha Arun River,27.5000,87.1000,Sankhuwasabha,5,2,0,18,3,3,3,1,80,80,80.0,HIGH
Tumlingtar Airport,27.3000,87.2000,Sankhuwasabha,2,2,0,5,5,25,20,5,25,30,28.0,LOW
Api Rural Glacier View,29.9500,80.9000,Darchula,18,20,18,0,10,0,0,0,100,100,99.0,HIGH
Ghusa Himalayan Trail,29.9800,80.8500,Darchula,15,19,14,0,10,0,0,0,100,95,96.0,HIGH
Khandeshwari Village Route,29.8000,80.6500,Darchula,7,12,3,5,8,5,5,2,70,75,78.0,HIGH
Lekam Rural Settlement,29.6500,80.7000,Darchula,5,9,2,7,7,10,8,3,65,70,72.0,HIGH
Kedar Rural Mountain Trail,29.7500,80.7500,Darchula,12,16,8,2,9,0,0,0,100,90,92.0,HIGH
Kailash Rural Valley,29.8500,80.7000,Darchula,16,20,15,0,10,0,0,0,100,100,98.0,HIGH
Rara West Village Route,29.5000,82.0000,Mugu,8,12,4,6,8,5,5,2,70,75,78.0,HIGH
Mugu Karnali Trail,29.6500,82.3500,Mugu,10,15,6,12,8,0,0,0,100,90,92.0,HIGH
Chhayanath Temple Area,29.5200,82.1000,Mugu,3,6,0,8,5,30,25,10,40,50,55.0,MEDIUM
Kotila Rural Route,29.6000,82.2000,Mugu,5,9,2,7,7,10,8,3,65,70,72.0,HIGH
Dolpa Phoksundo Lake Camp,29.2000,82.9500,Dolpa,17,20,15,0,10,0,0,0,100,100,98.0,HIGH
Ringmo Village Route,29.2100,82.9500,Dolpa,8,13,4,1,8,5,5,2,70,75,78.0,HIGH
Saldang Rural Trail,29.4000,83.0000,Dolpa,16,20,15,0,10,0,0,0,100,100,98.0,HIGH
Tinje Village Camp,29.5000,83.1500,Dolpa,18,20,18,0,10,0,0,0,100,100,99.0,HIGH
Dho Tarap Rural Route,29.2500,83.0000,Dolpa,14,18,12,0,10,0,0,0,100,95,95.0,HIGH
Tichurong Valley Trail,29.1500,82.8500,Dolpa,12,16,8,1,9,0,0,0,100,90,92.0,HIGH
Juphal Rural Village,29.2800,82.2000,Dolpa,4,7,0,5,6,20,15,5,50,60,65.0,HIGH
Dunai Riverside Camp,29.0500,82.2500,Dolpa,3,6,0,12,5,30,25,10,40,50,55.0,MEDIUM
Shey Gompa Rural Area,29.3500,82.9500,Dolpa,19,20,18,0,10,0,0,0,100,100,99.0,HIGH
Kang La Rural Pass,29.4500,83.1000,Dolpa,20,20,20,0,10,0,0,0,100,100,99.0,HIGH
Upper Mustang Chhoser Trail,29.2500,84.0000,Mustang,10,14,6,0,8,0,0,0,100,85,88.0,HIGH
Namgyal Rural Village,29.2500,83.9500,Mustang,8,12,4,0,8,5,5,2,70,75,78.0,HIGH
Yara Village Camp,29.3000,83.9000,Mustang,15,18,12,0,10,0,0,0,100,95,95.0,HIGH
Tangya Rural Route,29.3500,83.8500,Mustang,14,17,10,0,9,0,0,0,100,90,92.0,HIGH
Ghami Village Trail,29.1800,83.9000,Mustang,5,8,2,0,6,20,15,5,50,60,65.0,HIGH
Dhakmar Rural Area,29.2000,83.8500,Mustang,9,13,5,0,8,5,5,2,70,75,78.0,HIGH
Tibetan Border Camp,29.5000,83.9000,Mustang,17,20,15,0,10,0,0,0,100,100,98.0,HIGH
Kagbeni Rural Trail,28.8300,83.7800,Mustang,5,9,2,2,7,15,10,3,55,65,68.0,HIGH
Marpha Apple Village,28.7500,83.6900,Mustang,2,4,0,5,4,70,60,20,5,20,25.0,LOW
Tukuche Mountain Route,28.7300,83.6900,Mustang,4,7,0,4,6,30,25,10,35,50,55.0,MEDIUM
Koshi River Rafting Point,26.8000,87.1500,Sunsari,6,1,0,18,3,5,4,1,80,80,80.0,HIGH
Chatara Ghat,26.8600,87.1600,Sunsari,4,0,0,15,2,10,8,2,60,60,60.0,MEDIUM
Dharan Forest Route,26.8100,87.2500,Sunsari,3,2,0,6,4,25,20,5,35,35,35.0,LOW
Budha Subba Temple,26.8200,87.2800,Sunsari,1,0,0,3,3,50,40,10,10,10,10.0,LOW
Namobuddha Monastery,27.5700,85.5800,Kavrepalanchok,1,2,0,4,5,30,25,8,20,25,22.0,LOW
Dhulikhel View Tower,27.6200,85.5400,Kavrepalanchok,1,1,0,3,4,40,35,10,10,15,12.0,LOW
Panauti Heritage Town,27.5800,85.5200,Kavrepalanchok,1,0,0,8,5,25,20,5,25,35,30.0,LOW
Namo Buddha Trail,27.5700,85.5800,Kavrepalanchok,3,5,0,4,6,15,12,3,45,50,48.0,MEDIUM
Timal Village,27.6500,85.6500,Kavrepalanchok,4,8,2,3,7,5,4,1,70,70,70.0,HIGH
Kalinchowk Bhagwati,27.8500,86.0200,Dolakha,8,16,12,2,10,0,0,0,100,100,100.0,HIGH
Kalinchowk Cable Area,27.8500,86.0200,Dolakha,7,15,10,2,9,0,0,0,100,95,98.0,HIGH
Jiri Bazaar,27.6300,86.2300,Dolakha,2,5,0,5,6,10,8,2,55,55,55.0,MEDIUM
Rolwaling Valley,27.8500,86.4500,Dolakha,10,20,20,1,10,0,0,0,100,100,100.0,HIGH
Tsho Rolpa Lake,27.8700,86.4800,Dolakha,10,20,20,1,10,0,0,0,100,100,100.0,HIGH
Gaurishankar Base Camp,27.9000,86.3500,Dolakha,10,20,20,1,10,0,0,0,100,100,100.0,HIGH
Charikot Viewpoint,27.6700,86.0300,Dolakha,2,5,0,4,6,10,8,2,55,55,55.0,MEDIUM
Bhimeshwar Temple,27.6700,86.0300,Dolakha,1,3,0,4,5,20,15,5,30,35,32.0,LOW
Namche Rural Trail,27.8000,86.7100,Solukhumbu,6,14,10,2,9,0,0,0,100,95,98.0,HIGH
Thyangboche Camp,27.8400,86.7700,Solukhumbu,7,15,12,1,10,0,0,0,100,100,100.0,HIGH
Khumbu Glacier,27.9500,86.8500,Solukhumbu,10,20,20,1,10,0,0,0,100,100,100.0,HIGH
Nuptse View Point,27.9600,86.8400,Solukhumbu,10,20,20,1,10,0,0,0,100,100,100.0,HIGH
Pumori Base Camp,27.9800,86.8200,Solukhumbu,10,20,20,1,10,0,0,0,100,100,100.0,HIGH
Ama Dablam Base Camp,27.8600,86.8600,Solukhumbu,10,20,20,1,10,0,0,0,100,100,100.0,HIGH
Kongde View,27.7800,86.6900,Solukhumbu,7,15,12,1,10,0,0,0,100,100,100.0,HIGH
Phaplu Airport,27.5200,86.5900,Solukhumbu,3,5,0,4,6,5,4,1,60,60,60.0,MEDIUM
Salleri Bazaar,27.5500,86.5900,Solukhumbu,2,5,0,5,5,10,8,2,55,55,55.0,MEDIUM
Halesi Mahadev Temple,27.3700,86.6700,Khotang,2,3,0,5,5,20,15,5,30,35,32.0,LOW
Diktel Bazaar,27.2100,86.7900,Khotang,2,5,0,4,6,10,8,2,55,55,55.0,MEDIUM
Temke Danda,27.2500,87.0000,Bhojpur,5,10,4,3,7,2,1,0,85,80,82.0,HIGH
Silichung Peak,27.6000,87.0000,Sankhuwasabha,10,20,20,1,10,0,0,0,100,100,100.0,HIGH
Mera Trail Village,27.6500,86.9000,Solukhumbu,8,17,15,1,10,0,0,0,100,100,100.0,HIGH
Hinku Valley,27.6500,86.9000,Solukhumbu,8,17,15,1,10,0,0,0,100,100,100.0,HIGH
Panch Pokhari Sindhupalchok,28.0000,85.7000,Sindhupalchok,8,16,13,2,10,0,0,0,100,100,100.0,HIGH
Melamchi Bazaar,27.9500,85.5800,Sindhupalchok,3,4,0,15,5,15,12,3,60,70,65.0,HIGH
Chautara Bazaar,27.7800,85.7100,Sindhupalchok,2,5,0,5,7,15,12,3,55,60,58.0,MEDIUM
Tatopani Border,27.9700,85.9700,Sindhupalchok,4,7,0,15,6,10,8,2,75,80,78.0,HIGH
Jugal Himal,28.2000,85.7000,Sindhupalchok,10,20,20,1,10,0,0,0,100,100,100.0,HIGH
Muktinath Rural Trail,28.8200,83.8700,Mustang,6,10,3,1,8,10,8,3,65,70,72.0,HIGH
Jomsom Rural Valley,28.7800,83.7300,Mustang,3,5,0,4,5,40,30,10,25,40,45.0,MEDIUM
Kobang Village Route,28.7000,83.6500,Mustang,5,9,2,4,7,15,10,3,60,70,72.0,HIGH
Lete Rural Camp,28.6500,83.6200,Mustang,7,11,4,5,8,5,5,2,70,75,78.0,HIGH
Tatopani Mustang Trail,28.5000,83.6000,Mustang,4,7,0,12,6,25,20,5,45,60,65.0,HIGH
Kaski Mardi Rural Route,28.7000,83.9000,Kaski,10,15,6,2,9,0,0,0,100,90,92.0,HIGH
Mardi Himal Village Camp,28.6500,83.9000,Kaski,12,16,8,1,9,0,0,0,100,90,92.0,HIGH
Sikles Rural Trail,28.4500,84.0500,Kaski,7,12,3,4,8,5,5,2,70,75,78.0,HIGH
Tansen Rural Heritage,27.8700,83.5500,Palpa,2,4,0,6,4,70,60,20,5,20,25.0,LOW
Ranighat Rural Trail,27.8700,83.5000,Palpa,3,5,0,8,5,50,40,15,20,35,40.0,MEDIUM
Srinagar Hill Rural View,27.8800,83.5500,Palpa,2,3,0,5,3,80,70,25,5,15,20.0,LOW
Ruru Kshetra Trail,27.9500,83.4500,Gulmi,3,6,0,7,5,50,40,15,20,35,40.0,MEDIUM
Dhurbang Rural Route,28.0000,83.3500,Gulmi,5,8,0,5,6,30,25,10,35,50,55.0,MEDIUM
Tamghas Village Trail,28.0700,83.2500,Gulmi,2,4,0,6,4,70,60,20,5,20,25.0,LOW
Resunga Rural Forest,28.0800,83.2500,Gulmi,4,7,0,5,5,40,30,10,25,40,45.0,MEDIUM
Arghakhanchi Supadeurali,28.0500,83.1000,Arghakhanchi,4,7,0,6,5,40,30,10,25,45,50.0,MEDIUM
Khadkawada Rural Route,28.0000,83.0000,Arghakhanchi,3,5,0,5,4,60,50,20,10,25,30.0,LOW
Pyuthan Gothibangla Trail,28.1500,82.8500,Pyuthan,7,11,3,6,7,10,8,3,65,70,72.0,HIGH
Swargadwari Rural Area,28.0500,82.8500,Pyuthan,3,5,0,8,5,50,40,15,20,35,40.0,MEDIUM
Rolpa Dhorpatan Link Trail,28.5500,82.7000,Rolpa,12,16,7,2,9,0,0,0,100,90,92.0,HIGH
Thabang Village Route,28.6500,82.7000,Rolpa,10,15,6,2,9,0,0,0,100,90,92.0,HIGH
Jaljala Rolpa Camp,28.6000,82.6000,Rolpa,13,17,10,1,9,0,0,0,100,95,95.0,HIGH
Rukum East Putha Trail,28.8000,82.6500,Rukum East,18,20,18,0,10,0,0,0,100,100,99.0,HIGH
Maikot Rural Settlement,28.8500,82.6000,Rukum East,11,16,7,2,9,0,0,0,100,90,92.0,HIGH
Sisne Himal Route,28.9000,82.7000,Rukum East,16,20,15,0,10,0,0,0,100,100,98.0,HIGH
Rukum West Dolpo Link,28.9500,82.2000,Rukum West,9,14,5,5,8,5,5,2,70,80,82.0,HIGH
Sani Bheri Village Trail,28.7000,82.3500,Rukum West,6,10,3,12,7,10,8,3,65,75,78.0,HIGH
Jajarkot Nalgad Trail,28.7000,82.1000,Jajarkot,6,10,2,12,7,10,8,3,65,75,78.0,HIGH
Barekot Rural Camp,28.9000,82.2000,Jajarkot,12,16,8,3,9,0,0,0,100,90,92.0,HIGH
Kushe Himal Route,28.8000,82.2500,Jajarkot,8,13,4,3,8,5,5,2,70,80,82.0,HIGH
Chharka Rural Valley,29.3000,83.0000,Dolpa,14,18,12,0,10,0,0,0,100,95,95.0,HIGH
Mukot Mountain Camp,29.5500,83.2000,Dolpa,20,20,20,0,10,0,0,0,100,100,99.0,HIGH
Dho Tarap Village,29.2500,83.0000,Dolpa,13,17,10,0,9,0,0,0,100,95,95.0,HIGH
Saldang Remote Trail,29.4000,83.0000,Dolpa,16,20,15,0,10,0,0,0,100,100,98.0,HIGH
Tinje Rural Settlement,29.5000,83.1500,Dolpa,18,20,18,0,10,0,0,0,100,100,99.0,HIGH
Shey Gompa Route,29.3500,82.9500,Dolpa,17,20,15,0,10,0,0,0,100,100,98.0,HIGH
Phoksundo Waterfall Trail,29.1800,82.9500,Dolpa,9,14,5,2,8,5,5,2,70,80,82.0,HIGH
Tarakot Village Camp,29.0500,82.2500,Dolpa,7,12,3,5,8,5,5,2,70,75,78.0,HIGH
Dunai Rural Market Area,29.0500,82.2500,Dolpa,3,5,0,12,5,30,25,10,40,50,55.0,MEDIUM
Juphal Airport Trail,29.2800,82.2000,Dolpa,5,8,2,3,7,15,10,3,55,65,68.0,HIGH
Kagbeni Village Route,28.8300,83.7800,Mustang,4,7,0,2,6,30,25,10,35,50,55.0,MEDIUM
Muktinath Temple Trail,28.8200,83.8700,Mustang,6,10,3,1,8,10,8,3,65,70,72.0,HIGH
Lo Manthang Rural Area,29.1900,83.9500,Mustang,8,12,4,0,8,5,5,2,70,75,78.0,HIGH
Chhoser Cave Village,29.2500,84.0000,Mustang,10,14,6,0,8,0,0,0,100,85,88.0,HIGH
Yara Village Trail,29.3000,83.9000,Mustang,15,18,12,0,10,0,0,0,100,95,95.0,HIGH
Tangya Remote Camp,29.3500,83.8500,Mustang,14,17,10,0,9,0,0,0,100,90,92.0,HIGH
Dhakmar Trail,29.2000,83.8500,Mustang,9,13,5,0,8,5,5,2,70,75,78.0,HIGH
Ghami Village,29.1800,83.9000,Mustang,5,8,2,0,6,20,15,5,50,60,65.0,HIGH
Marpha Rural Orchard,28.7500,83.6900,Mustang,2,4,0,5,4,70,60,20,5,20,25.0,LOW
Tukuche Village Trail,28.7300,83.6900,Mustang,4,7,0,4,6,30,25,10,35,50,55.0,MEDIUM
Lete Rural Route,28.6500,83.6200,Mustang,7,11,4,5,8,5,5,2,70,75,78.0,HIGH
Tatopani Mountain Trail,28.5000,83.6000,Mustang,5,9,2,12,7,15,10,3,60,70,72.0,HIGH
Sikles Village Trail,28.4500,84.0500,Kaski,7,12,3,4,8,5,5,2,70,75,78.0,HIGH
Mardi Himal Base Route,28.6500,83.9000,Kaski,12,16,8,1,9,0,0,0,100,90,92.0,HIGH
Kori Rural Viewpoint,28.4500,84.1000,Kaski,10,15,6,2,8,5,5,2,75,80,82.0,HIGH
Lwang Village Homestay,28.4000,83.9000,Kaski,3,5,0,8,5,40,30,10,25,45,50.0,MEDIUM
Ghalegaun Rural Trail,28.3000,84.3500,Lamjung,4,7,0,6,5,40,30,10,25,40,45.0,MEDIUM
Bhujung Village Route,28.2500,84.3500,Lamjung,5,8,2,5,6,30,25,10,35,50,55.0,MEDIUM
Nayagaun Rural Area,28.2000,84.3000,Lamjung,3,5,0,7,5,50,40,15,20,35,40.0,MEDIUM
Trekking Rural Camp Lamjung,28.3000,84.4000,Lamjung,8,12,3,4,8,5,5,2,70,75,78.0,HIGH
Manang Tilicho Route,28.6700,84.0500,Manang,17,20,15,0,10,0,0,0,100,100,98.0,HIGH
Khangsar Village Trail,28.6500,84.0000,Manang,13,17,10,0,9,0,0,0,100,95,95.0,HIGH
Nar Phu Valley Camp,28.8500,84.2000,Manang,18,20,18,0,10,0,0,0,100,100,99.0,HIGH
Ngawal Rural Route,28.6500,84.1000,Manang,9,14,5,0,8,5,5,2,70,80,82.0,HIGH
Pisak Village Trail,28.6000,84.0000,Manang,11,15,7,0,9,0,0,0,100,90,92.0,HIGH
Mustang Border Camp,29.5000,83.9000,Mustang,19,20,18,0,10,0,0,0,100,100,99.0,HIGH
Ghandruk Rural Trail,28.3700,83.8000,Kaski,5,8,2,5,6,30,25,10,35,50,55.0,MEDIUM
Landruk Village Route,28.3500,83.8200,Kaski,4,7,0,6,5,40,30,10,25,40,45.0,MEDIUM
Tadapani Forest Trail,28.4000,83.7500,Kaski,6,10,3,4,7,15,10,3,60,70,72.0,HIGH
Khopra Rural Ridge,28.4500,83.7000,Myagdi,12,16,8,1,9,0,0,0,100,90,92.0,HIGH
Mohare Danda Trail,28.4500,83.6000,Myagdi,8,12,4,3,8,5,5,2,70,75,78.0,HIGH
Poon Hill Rural Route,28.4000,83.6900,Myagdi,4,7,0,4,6,30,25,10,35,50,55.0,MEDIUM
Dhorpatan Rural Camp,28.3000,83.0000,Baglung,9,14,5,5,8,5,5,2,70,80,82.0,HIGH
Taman Rural Village,28.4000,83.0000,Baglung,5,9,2,6,7,10,8,3,65,70,72.0,HIGH
Galkot Rural Trail,28.2200,83.4200,Baglung,3,5,0,8,5,50,40,15,20,35,40.0,MEDIUM
Bungamati Heritage Area,27.6200,85.2900,Lalitpur,1,1,0,3,5,45,35,10,10,15,12.0,LOW
Khokana Heritage Village,27.6100,85.2800,Lalitpur,1,0,0,4,5,40,35,10,15,20,17.0,LOW
Godavari Botanical Garden,27.5900,85.3900,Lalitpur,1,1,0,3,4,40,30,8,15,15,15.0,LOW
Phulchoki Hill,27.5800,85.3900,Lalitpur,6,12,2,3,7,3,2,1,75,70,73.0,HIGH
Champadevi Hill,27.6200,85.2500,Lalitpur,4,8,1,3,6,8,5,2,60,60,60.0,MEDIUM
Nagarkot View Tower,27.7200,85.5200,Bhaktapur,2,3,0,3,5,40,35,10,15,20,17.0,LOW
Changunarayan Temple,27.7200,85.4300,Bhaktapur,1,2,0,3,5,35,30,8,20,20,20.0,LOW
Bhaktapur Durbar Square,27.6710,85.4298,Bhaktapur,1,0,0,3,8,80,70,20,10,25,18.0,LOW
Suryabinayak Forest,27.6600,85.4400,Bhaktapur,3,6,1,4,6,20,15,5,45,50,48.0,MEDIUM
Shivapuri National Park,27.8000,85.3800,Kathmandu,5,10,2,5,7,20,15,5,70,65,68.0,HIGH
Sundarijal Waterfall,27.7800,85.4100,Kathmandu,3,5,0,10,4,25,20,5,50,55,52.0,MEDIUM
Kakani Viewpoint,27.8000,85.2500,Nuwakot,3,7,1,3,6,15,10,3,55,60,58.0,MEDIUM
Nuwakot Durbar,27.9200,85.1600,Nuwakot,1,2,0,4,7,20,15,5,30,40,35.0,LOW
Langtang National Park Gate,28.0000,85.3500,Rasuwa,6,14,8,2,9,0,0,0,95,90,93.0,HIGH
Dhunche Village,28.1100,85.3000,Rasuwa,4,10,5,2,8,3,2,1,80,85,82.0,HIGH
Syabrubesi,28.1700,85.3700,Rasuwa,5,12,6,3,8,2,2,0,85,85,85.0,HIGH
Gosaikunda Lake,28.0830,85.4150,Rasuwa,10,20,20,1,10,0,0,0,100,100,100.0,HIGH
Lauribina Pass,28.0900,85.4200,Rasuwa,10,20,20,1,10,0,0,0,100,100,100.0,HIGH
Kyanjin Ri,28.2100,85.5700,Rasuwa,10,20,20,1,10,0,0,0,100,100,100.0,HIGH
Tamang Heritage Route,28.2500,85.3500,Rasuwa,6,14,10,2,9,0,0,0,100,95,98.0,HIGH
Balthali Village,27.5500,85.5700,Kavrepalanchok,2,4,0,3,5,20,15,5,30,30,30.0,LOW
Dhulikhel Hiking Trail,27.6200,85.5400,Kavrepalanchok,2,5,0,4,5,25,20,5,35,40,38.0,MEDIUM
Panauti Museum Area,27.5800,85.5200,Kavrepalanchok,1,0,0,5,5,30,25,8,20,25,22.0,LOW
Kushadevi Village,27.5800,85.6500,Kavrepalanchok,3,6,1,4,6,10,8,2,60,60,60.0,MEDIUM
Tindhare Waterfall,27.5500,85.7000,Kavrepalanchok,4,8,1,8,5,8,5,1,70,75,73.0,HIGH
Namobuddha Stupa,27.5700,85.5800,Kavrepalanchok,1,1,0,3,5,30,25,8,20,20,20.0,LOW
Dolalghat River Area,27.6300,85.6200,Kavrepalanchok,4,1,0,18,3,8,6,2,80,80,80.0,HIGH
Indrasarovar Lake,27.5800,85.1600,Makwanpur,3,1,0,12,3,15,10,3,55,60,58.0,MEDIUM
Kulekhani Dam,27.5900,85.1500,Makwanpur,2,0,0,10,3,20,15,5,45,50,48.0,MEDIUM
Chitlang Village,27.6200,85.2000,Makwanpur,2,4,0,3,6,15,12,3,40,45,42.0,MEDIUM
Daman View Tower,27.6000,85.1300,Makwanpur,4,10,3,3,7,8,5,1,70,75,73.0,HIGH
Sim Bhanjyang,27.5800,85.1000,Makwanpur,5,12,5,2,8,5,4,1,80,85,82.0,HIGH
Markhu Village,27.5900,85.1600,Makwanpur,2,3,0,10,5,15,10,3,50,60,55.0,MEDIUM
Palung Valley,27.5800,85.1200,Makwanpur,3,7,1,4,7,10,8,2,65,70,68.0,HIGH
Kulekhani Reservoir,27.5900,85.1500,Makwanpur,3,0,0,15,3,10,8,2,65,65,65.0,HIGH
Tistung Village,27.6500,85.0800,Makwanpur,3,8,2,4,7,5,4,1,70,75,73.0,HIGH
Hetauda Botanical Garden,27.4300,85.0300,Makwanpur,1,0,0,8,2,50,40,10,10,25,18.0,LOW
Martyr Memorial Park,27.4300,85.0300,Makwanpur,1,0,0,5,2,45,35,10,10,20,15.0,LOW
Bharatpur Lake Area,27.6800,84.4300,Chitwan,2,0,0,10,2,60,45,15,20,35,28.0,LOW
Chitwan Elephant Breeding Center,27.5800,84.4400,Chitwan,3,0,0,8,2,40,30,10,30,35,32.0,LOW
Sauraha Jungle Safari,27.5800,84.5000,Chitwan,5,0,0,12,3,35,25,8,45,50,48.0,MEDIUM
Rapti River Chitwan,27.5800,84.4500,Chitwan,5,0,0,18,3,20,15,5,70,75,73.0,HIGH
Kasara Buffer Zone,27.5300,84.3500,Chitwan,4,0,0,10,2,15,10,3,50,45,48.0,MEDIUM
Bishazari Lake,27.6200,84.4500,Chitwan,2,0,0,12,2,35,25,8,35,45,40.0,MEDIUM
Devghat Dham,27.8000,84.4300,Tanahun,2,1,0,10,4,30,25,8,35,45,40.0,MEDIUM
Bandipur Bazaar,27.9400,84.4100,Tanahun,1,3,0,4,5,30,25,8,20,30,25.0,LOW
Siddha Cave,27.9500,84.4100,Tanahun,4,7,0,3,5,10,8,2,55,55,55.0,MEDIUM
Dhorpatan Hunting Reserve Trail,28.3000,83.0000,Baglung,12,16,8,2,9,0,0,0,100,90,92.0,HIGH
Bhujikot Rural Viewpoint,28.2500,83.4500,Baglung,4,7,0,6,5,40,30,10,25,40,45.0,MEDIUM
Nishi Rural Valley,28.3500,82.9000,Baglung,8,13,4,5,8,5,5,2,70,80,82.0,HIGH
Tara Rural Village Trail,28.4000,82.9500,Baglung,6,10,3,4,7,10,8,3,65,70,72.0,HIGH
Myagdi Ghorepani Route,28.4000,83.6900,Myagdi,5,8,2,5,6,20,15,5,50,65,68.0,HIGH
Dana Rural Hot Spring,28.5200,83.6500,Myagdi,3,6,0,12,5,40,30,10,25,45,50.0,MEDIUM
Tatopani Myagdi Trail,28.5000,83.6000,Myagdi,4,8,0,15,6,30,25,10,40,55,60.0,MEDIUM
Beni Rural Riverside,28.3500,83.5500,Myagdi,2,4,0,20,4,70,60,20,5,25,30.0,LOW
Kali Gandaki Rural Camp,28.4500,83.6500,Myagdi,7,11,3,10,7,10,8,3,65,75,78.0,HIGH
Rupa Rural Lake Trail,28.1500,84.1000,Kaski,2,3,0,10,3,80,70,25,5,20,25.0,LOW
Begnas Rural Area,28.1500,84.1000,Kaski,2,4,0,12,4,70,60,20,5,25,30.0,LOW
Panchase Forest Route,28.2300,83.9000,Kaski,5,9,2,5,7,20,15,5,50,65,68.0,HIGH
Australian Camp Rural Trail,28.3300,83.8300,Kaski,3,6,0,5,5,50,40,15,20,35,40.0,MEDIUM
Dhampus Village Route,28.3200,83.8200,Kaski,2,4,0,6,4,70,60,20,5,20,25.0,LOW
Machhapuchhre Rural Camp,28.5500,84.0000,Kaski,14,18,12,0,10,0,0,0,100,95,95.0,HIGH
Tamang Heritage Rural Trail,28.1800,85.3500,Rasuwa,10,15,6,2,8,5,5,2,75,80,82.0,HIGH
Gatlang Village Route,28.2200,85.3700,Rasuwa,9,14,5,2,8,5,5,2,70,80,82.0,HIGH
Thuman Rural Trail,28.2500,85.3800,Rasuwa,8,13,4,3,8,5,5,2,70,75,78.0,HIGH
Nagthali View Camp,28.2500,85.4000,Rasuwa,12,16,8,1,9,0,0,0,100,90,92.0,HIGH
Langtang Rural Settlement,28.2300,85.5600,Rasuwa,14,18,12,0,10,0,0,0,100,95,95.0,HIGH
Kyangjin Gompa Trail,28.2100,85.5700,Rasuwa,16,20,15,0,10,0,0,0,100,100,98.0,HIGH
Helambu Rural Route,28.0200,85.6000,Sindhupalchok,7,12,3,5,8,5,5,2,70,75,78.0,HIGH
Panch Pokhari Trail,28.0000,85.7000,Sindhupalchok,15,18,10,1,9,0,0,0,100,95,95.0,HIGH
Jugal Himal Camp,28.2000,85.7000,Sindhupalchok,17,20,15,0,10,0,0,0,100,100,98.0,HIGH
Melamchi Rural Route,28.1200,85.5800,Sindhupalchok,5,9,2,15,7,20,15,5,50,65,68.0,HIGH
Bhotang Village Trail,28.0500,85.7000,Sindhupalchok,11,16,7,2,9,0,0,0,100,90,92.0,HIGH
Nuwakot Kakani Trail,27.8000,85.2500,Nuwakot,2,4,0,5,4,70,60,20,5,20,25.0,LOW
Dupcheshwar Rural Camp,27.9000,85.3000,Nuwakot,6,10,3,5,7,10,8,3,65,70,72.0,HIGH
Ruby Valley Rural Trail,28.1500,85.0500,Dhading,14,18,10,2,9,0,0,0,100,95,95.0,HIGH
Tipling Village Route,28.1800,85.1000,Dhading,10,15,6,3,8,5,5,2,75,80,82.0,HIGH
Ganesh Himal Camp,28.3000,85.0000,Dhading,16,20,15,0,10,0,0,0,100,100,98.0,HIGH
Sertung Rural Trail,28.2500,85.0800,Dhading,8,13,4,3,8,5,5,2,70,80,82.0,HIGH
Jwalamukhi Rural Route,28.0000,84.9000,Dhading,3,5,0,12,5,50,40,15,20,35,40.0,MEDIUM
Chitlang Village Trail,27.6500,85.2000,Makwanpur,3,5,0,5,4,60,50,20,10,25,30.0,LOW
Kulekhani Rural Camp,27.5800,85.1500,Makwanpur,5,8,0,15,6,30,25,10,40,60,65.0,HIGH
Daman Rural Viewpoint,27.6000,85.0800,Makwanpur,4,7,0,6,5,40,30,10,25,45,50.0,MEDIUM
Chepang Hills Trail,27.7000,84.9500,Chitwan,8,12,3,10,7,15,10,3,60,70,72.0,HIGH
Siraichuli Rural Route,27.7500,84.9500,Chitwan,7,11,3,8,6,20,15,5,50,65,68.0,HIGH
Devghat Rural Heritage,27.7000,84.4300,Tanahun,2,4,0,15,4,70,60,20,5,20,25.0,LOW
Bandipur Rural Trail,27.9400,84.4000,Tanahun,2,3,0,5,3,80,70,25,5,15,20.0,LOW
Panchase Tanahun Route,28.0000,84.3000,Tanahun,4,7,0,6,5,40,30,10,25,40,45.0,MEDIUM
Rishing Rural Village,27.9000,84.2500,Tanahun,4,7,0,8,5,40,30,10,25,45,50.0,MEDIUM
Ghiring Rural Trail,27.8500,84.3000,Tanahun,5,8,0,7,6,30,25,10,35,50,55.0,MEDIUM
Syangja Panchase Trail,28.2500,83.8000,Syangja,6,10,2,5,7,15,10,3,60,70,72.0,HIGH
Sirubari Homestay Trail,28.0500,83.8500,Syangja,2,4,0,5,4,70,60,20,5,20,25.0,LOW
Aruchaur Village Route,28.1000,83.8500,Syangja,4,7,0,6,5,40,30,10,25,40,45.0,MEDIUM
Karkineta Rural Trail,28.2500,83.7000,Parbat,5,8,0,5,6,30,25,10,35,50,55.0,MEDIUM
Pumdi Bhumdi Village,28.1500,83.9000,Kaski,2,3,0,4,5,25,20,5,30,35,32.0,LOW
World Peace Pagoda,28.2000,83.9500,Kaski,2,2,0,3,5,45,35,10,15,20,17.0,LOW
